"Account","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","FiscalYear","Actual","App","Base_App","Base_PB","OCO_App","OCO_PB","PB","Quant_Actual","Quant_App","Quant_Base_App","Quant_Base_PB","Quant_OCO_App","Quant_OCO_PB","Quant_PB"
"3080F","03","Electronics and Telecommunications Equip","01","Comm Security Equipment(Comsec)","831010","Comsec Equipment","A","Weapon System Cost","Add","U",2015,91987,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","01","Comm Security Equipment(Comsec)","831970","Modifications (COMSEC)","A","Weapon System Cost","Add","U",2015,1363,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","02","Intelligence Programs","832060","Intelligence Training Equipment","A","Weapon System Cost","Add","U",2015,2832,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","02","Intelligence Programs","832070","Intelligence Comm Equipment","A","Weapon System Cost","Add","U",2015,32329,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","03","Electronics Programs","833010","Air Traffic Control & Landing Sys","A","Weapon System Cost","Add","U",2015,23912,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","03","Electronics Programs","833020","National Airspace System","A","Weapon System Cost","Add","U",2015,6291,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","03","Electronics Programs","833030","Battle Control System - Fixed","A","Weapon System Cost","Add","U",2015,2704,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","03","Electronics Programs","833040","Theater Air Control Sys Improvements","A","Weapon System Cost","Add","U",2015,50033,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","03","Electronics Programs","833070","Weather Observation Forecast","A","Weapon System Cost","Add","U",2015,16309,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","03","Electronics Programs","833140","Strategic Command And Control","A","Weapon System Cost","Add","U",2015,146759,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","03","Electronics Programs","833160","Cheyenne Mountain Complex","A","Weapon System Cost","Add","U",2015,35301,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","03","Electronics Programs","833170","Mission Planning Systems","A","Weapon System Cost","Add","U",2015,15649,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","03","Electronics Programs","833440","Drug Interdiction Spt","A","Weapon System Cost","Add","U",2015,20405,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","03","Electronics Programs","833560","Integrated Strat Plan & Analy Network (ISPAN)","A","Weapon System Cost","Add","U",2015,9060,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834010","General Information Technology","A","Weapon System Cost","Add","U",2015,40030,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834040","AF Global Command & Control Sys","A","Weapon System Cost","Add","U",2015,9098,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834070","Mobility Command and Control","A","Weapon System Cost","Add","U",2015,11462,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834130","Air Force Physical Security System","A","Weapon System Cost","Add","U",2015,39925,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834190","Combat Training Ranges","A","Weapon System Cost","Add","U",2015,59634,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834210","Minimum Essential Emergency Comm N","A","Weapon System Cost","Add","U",2015,1457,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834240","Wide Area Surveillance (WAS)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834320","C3 Countermeasures","A","Weapon System Cost","Add","U",2015,12408,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834430","GCSS-AF Fos","A","Weapon System Cost","Add","U",2015,3670,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834470","Defense Enterprise Accounting and Mgmt System","A","Weapon System Cost","Add","U",2015,4298,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834520","Theater Battle Mgt C2 System","A","Weapon System Cost","Add","U",2015,9493,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834530","Air & Space Operations Ctr-WPN SYS","A","Weapon System Cost","Add","U",2015,25701,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","04","Spcl Comm-Electronics Projects","834560","Air Operations Center (AOC) 10.2","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","05","Air Force Communications","835060","Information Transport Systems","A","Weapon System Cost","Add","U",2015,106936,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","05","Air Force Communications","835080","AFNET","A","Weapon System Cost","Add","U",2015,90487,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","05","Air Force Communications","835110","Joint Communications Support Element (JCSE)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","05","Air Force Communications","835140","USCENTCOM","A","Weapon System Cost","Add","U",2015,16342,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","06","Space Programs","836700","Family of Beyond Line-of-Sight Terminals","A","Weapon System Cost","Add","U",2015,52278,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","06","Space Programs","836720","Space Based Ir Sensor Pgm Space","A","Weapon System Cost","Add","U",2015,31293,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","06","Space Programs","836730","Navstar GPS Space","A","Weapon System Cost","Add","U",2015,2065,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","06","Space Programs","836750","Nudet Detection Sys Space","A","Weapon System Cost","Add","U",2015,4656,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","06","Space Programs","836760","AF Satellite Control Network Space","A","Weapon System Cost","Add","U",2015,54436,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","06","Space Programs","836770","Spacelift Range System Space","A","Weapon System Cost","Add","U",2015,62525,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","06","Space Programs","836780","Milsatcom Space","A","Weapon System Cost","Add","U",2015,65002,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","06","Space Programs","836790","Space Mods Space","A","Weapon System Cost","Add","U",2015,31706,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","06","Space Programs","836810","Counterspace System","A","Weapon System Cost","Add","U",2015,59439,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","07","Organization and Base","837100","Tactical C-E Equipment","A","Weapon System Cost","Add","U",2015,50487,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","07","Organization and Base","837190","Radio Equipment","A","Weapon System Cost","Add","U",2015,14846,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","07","Organization and Base","837240","CCTV/Audiovisual Equipment","A","Weapon System Cost","Add","U",2015,3635,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","07","Organization and Base","837300","Base Comm Infrastructure","A","Weapon System Cost","Add","U",2015,95759,,,,,,,0,,,,,,
"3080F","03","Electronics and Telecommunications Equip","08","Modifications","838010","Comm Elect Mods","A","Weapon System Cost","Add","U",2015,60826,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","02","Personal Safety & Rescue Equip","842140","Night Vision Goggles","A","Weapon System Cost","Add","U",2015,13342,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","02","Personal Safety & Rescue Equip","842990","Items Less Than $5 Million","A","Weapon System Cost","Add","U",2015,31209,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","03","Depot Plant+Mtrls Handling Eq","843050","Mechanized Material Handling Equip","A","Weapon System Cost","Add","U",2015,7670,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","05","Base Support Equipment","845010","Base Procured Equipment","A","Weapon System Cost","Add","U",2015,16155,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","05","Base Support Equipment","845100","Engineering and EOD Equipment","A","Weapon System Cost","Add","U",2015,118734,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","05","Base Support Equipment","845380","Productivity Capital Investment","A","Weapon System Cost","Add","U",2015,2495,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","05","Base Support Equipment","845420","Mobility Equipment","A","Weapon System Cost","Add","U",2015,64934,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","05","Base Support Equipment","845990","Items Less Than $5 Million","A","Weapon System Cost","Add","U",2015,20147,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","06","Special Support Projects","846070","DARP RC135","A","Weapon System Cost","Add","U",2015,24710,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","06","Special Support Projects","846080","DCGS-AF","A","Weapon System Cost","Add","U",2015,206743,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","06","Special Support Projects","846510","Special Update Program","A","Weapon System Cost","Add","U",2015,537370,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","06","Special Support Projects","846570","Defense Space Reconnaissance Prog.","A","Weapon System Cost","Add","U",2015,83998,,,,,,,0,,,,,,
"3080F","04","Other Base Maintenance and Support Equip","99","Classified Programs","9999999999","Classified Programs","","","Add","U",2015,17627888,,,,,,,0,,,,,,
"3080F","05","Spares and Repair Parts","01","Spares and Repair Parts","861900","Spares and Repair Parts","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"3080F","05","Spares and Repair Parts","01","Spares and Repair Parts","86190A","Spares And Repair Parts","A","Weapon System Cost","Add","U",2015,32813,,,,,,,0,,,,,,
"2093D","01","Rapid Acquisition and Threat Response","01","Network Attack","JIED01","Rapid Acquisition and Threat Response","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"2093D","04","Mission Enablers","01","Staff and Infrastructure","JIED04","Mission Enablers","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"0300D","01","Major Equipment","11","Major Equipment, DCAA","20","Items Less Than $5 Million","A","Weapon System Cost","Add","U",2015,1594,,,,,,,0,,,,,,
"0300D","01","Major Equipment","27","Major Equipment, DCMA","500","Major Equipment","A","Weapon System Cost","Add","U",2015,3875,,,,,,,0,,,,,,
"0300D","01","Major Equipment","20","Major Equipment, DHRA","500","Personnel Administration","A","Weapon System Cost","Add","U",2015,17268,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","09","Information Systems Security","A","Weapon System Cost","Add","U",2015,10480,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","14","Teleport Program","A","Weapon System Cost","Add","U",2015,84862,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","16","Items Less Than $5 Million","A","Weapon System Cost","Add","U",2015,14632,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","17","Net Centric Enterprise Services (NCES)","A","Weapon System Cost","Add","U",2015,1921,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","18","Defense Information System Network","A","Weapon System Cost","Add","U",2015,80056,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","89","Cyber Security Initiative","A","Weapon System Cost","Add","U",2015,8745,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","90","White House Communication Agency","A","Weapon System Cost","Add","U",2015,68700,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","92","Senior Leadership Enterprise","A","Weapon System Cost","Add","U",2015,32509,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","94","Joint Information Environment","A","Weapon System Cost","Add","U",2015,13286,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","96","Joint Regional Security Stacks (JRSS)","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"0300D","01","Major Equipment","05","Major Equipment, DISA","DISN","Defense Information Systems Network","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"0300D","01","Major Equipment","07","Major Equipment, DLA","500","Major Equipment","A","Weapon System Cost","Add","U",2015,10464,,,,,,,0,,,,,,
"0300D","01","Major Equipment","55","Major Equipment, DMACT","30","Major Equipment","A","Weapon System Cost","Add","U",2015,11402,,,,,,,3,,,,,,
"0300D","01","Major Equipment","26","Major Equipment, DODEA","30","Automation/Educational Support & Logistics","A","Weapon System Cost","Add","U",2015,1269,,,,,,,0,,,,,,
"0300D","01","Major Equipment","09","Major Equipment, DSS","20","Major Equipment","A","Weapon System Cost","Add","U",2015,1039,,,,,,,0,,,,,,
"0300D","01","Major Equipment","23","Major Equipment, Defense Threat Reduction Agency","20","Vehicles","A","Weapon System Cost","Add","U",2015,50,,,,,,,0,,,,,,
"0300D","01","Major Equipment","23","Major Equipment, Defense Threat Reduction Agency","30","Other Major Equipment","A","Weapon System Cost","Add","U",2015,7639,,,,,,,0,,,,,,
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD07","THAAD","A","Weapon System Cost","Add","U",2015,449478,,,,,,,38,,,,,,
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD09","Aegis BMD","A","Weapon System Cost","Add","U",2015,663316,,,,,,,52,,,,,,
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD11","BMDS AN/TPY-2 Radars","A","Weapon System Cost","Add","U",2015,87803,,,,,,,0,,,,,,
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD20","Arrow Upper Tier","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD34","David's Sling","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD73","Aegis Ashore Phase III","A","Weapon System Cost","Add","U",2015,205601,,,,,,,0,,,,,,
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD83","Iron Dome","A","Weapon System Cost","Add","U",2015,350972,,,,,,,1,,,,,,
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD90","Aegis BMD Hardware and Software","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"0300D","01","Major Equipment","02","Major Equipment, NSA","60","Information Systems Security Program (ISSP)","A","Weapon System Cost","Add","U",2015,23448,,,,,,,0,,,,,,
"0300D","01","Major Equipment","01","Major Equipment, OSD","30","Major Equipment, OSD","A","Weapon System Cost","Add","U",2015,37590,,,,,,,24,,,,,,
"0300D","01","Major Equipment","15","Major Equipment, TJS","10","Major Equipment, TJS","A","Weapon System Cost","Add","U",2015,10283,,,,,,,0,,,,,,
"0300D","01","Major Equipment","01","Major Equipment, WHS","50","Indian Financing Act","A","Weapon System Cost","Add","U",2015,15000,,,,,,,1,,,,,,
"0300D","01","Major Equipment","04","Major Equipment, WHS","31","Major Equipment, WHS","A","Weapon System Cost","Add","U",2015,29599,,,,,,,0,,,,,,
"0300D","01","Major Equipment","99","Classified Programs","9999999999","Classified Programs","","","Add","U",2015,519423,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","0201MC12","MC-12","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","0201RWUPGR","Rotary Wing Upgrades and Sustainment","A","Weapon System Cost","Add","U",2015,163006,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","0201UMNISR","Unmanned ISR","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","0205MH60SL","MH-60 Modernization Program","A","Weapon System Cost","Add","U",2015,19821,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","0207NSAV","Non-Standard Aviation","A","Weapon System Cost","Add","U",2015,30200,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","0607U28","U-28","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","0610MH47","MH-47 Chinook","A","Weapon System Cost","Add","U",2015,22230,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","0809RQ11","RQ-11 Unmanned Aerial Vehicle","A","Weapon System Cost","Add","U",2015,6397,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","1000CV2200","CV-22 Modification","A","Weapon System Cost","Add","U",2015,21578,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","1108MQ1","MQ-1 Unmanned Aerial Vehicle","A","Weapon System Cost","Add","U",2015,0,,,,,,,0,,,,,,
"0300D","02","Special Operations Command","01","Aviation Programs","1108MQ9","MQ-9 Unmanned Aerial Vehicle","A","Weapon System Cost","Add","U",2015,18593,,,,,,,0,,,,,,
